opportunity_id,message_id,timestamp,type,lang,origin_lang,media_type,is_edited,is_deleted,is_forwarded,external_outbound_status,external_outbound_error_message,is_reminder,reminder_template_name,auto_offline_message,automatic_response,text
03eb3a01-3d14-41fc-9ae2-6cfeba6e26f8,b82f7f4a-a1a0-44a5-8a71-2c9d05245a3c,2025-03-13 12:02:17,outbound,en_US,he,text,NULL,NULL,NULL,read,,1,purim_meta,NULL,NULL,Happy Purim #LetsBegin 🎉🎉🎉 Now at Company A: 18% off the entire site!!! And also a wheel of fortune!!! Amazing prizes!!!! ✨Mattresses✨ ✨Beds✨ ✨Bedding✨ ✨Poufs✨ and many more products that will make your weekend happy! 🌟 Use coupon code PURIM to get 18% discount! ⏳ Offer valid until Saturday night 15/03/25 at midnight only | While supplies lasthttp://Company Azzz.co.il
03eb3a01-3d14-41fc-9ae2-6cfeba6e26f8,b82f7f4a-a1a0-44a5-8a71-2c9d05245a3c,2025-03-13 12:02:17,outbound,he,he,text,NULL,NULL,NULL,read,,1,purim_meta,NULL,NULL,"פורים שמח #התחלנו 🎉🎉🎉 עכשיו בCompany A: 18% הנחה על כל האתר!!! וגם גלגל המזל!!! פרסים שווים!!!! ✨מזרנים✨ ✨מיטות✨ ✨מצעים✨ ✨פופים✨ ועוד מגוון מוצרים שיעשו לכם סופ\ש שמח! 🌟 השתמשו בקוד קופון PURIM לקבלת 18% הנחה! ⏳ המבצע בתוקף עד מוצ\""ש 15/03/25 בחצות בלבד | עד גמר המלאי\n\nhttp://Company Azzz.co.il"""
03eb3a01-3d14-41fc-9ae2-6cfeba6e26f8,3462b9e6-b255-4e13-9b6c-d9f896f6a70c,2025-03-16 6:57:06,inbound,en_US,he,text,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,I bought toppers for the bed and unfortunately they are really not comfortable we feel like we are sinking. What should we do?
03eb3a01-3d14-41fc-9ae2-6cfeba6e26f8,3462b9e6-b255-4e13-9b6c-d9f896f6a70c,2025-03-16 6:57:06,inbound,he,he,text,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,קניתי טופרים למיטה ולצערי הם ממש לא נוחים אנחנו מרגישים כאילו אנחנו שוקעים.מה עושים?
03eb3a01-3d14-41fc-9ae2-6cfeba6e26f8,099535c6-dd9f-494a-b26a-c44d850c5e1a,2025-03-16 7:06:32,outbound,en_US,he,text,NULL,NULL,NULL,read,,0,NULL,NULL,NULL,For returns you can fill out this form: https://Company Azzz.co.il/a/return 😞
03eb3a01-3d14-41fc-9ae2-6cfeba6e26f8,099535c6-dd9f-494a-b26a-c44d850c5e1a,2025-03-16 7:06:32,outbound,he,he,text,NULL,NULL,NULL,read,,0,NULL,NULL,NULL,להחזרות את יכולה למלא את הטופס הזה: https://Company Azzz.co.il/a/return 😞 
03eb3a01-3d14-41fc-9ae2-6cfeba6e26f8,4d01469c-bcc7-4875-9b28-457284d75363,2025-03-16 7:38:33,inbound,en_US,he,text,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Even if I took it out of the packaging?
03eb3a01-3d14-41fc-9ae2-6cfeba6e26f8,4d01469c-bcc7-4875-9b28-457284d75363,2025-03-16 7:38:33,inbound,he,he,text,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,גם אם הוצאתי מהאריזה?
03eb3a01-3d14-41fc-9ae2-6cfeba6e26f8,f1fdedd1-50dd-4e88-8d33-7fc2d054bf12,2025-03-16 7:49:25,outbound,en_US,he,text,NULL,NULL,NULL,read,,0,NULL,NULL,NULL,There is a 30-night trial period for the topper so you can return the topper within 30 days of receiving it and get all your money back.
03eb3a01-3d14-41fc-9ae2-6cfeba6e26f8,f1fdedd1-50dd-4e88-8d33-7fc2d054bf12,2025-03-16 7:49:25,outbound,he,he,text,NULL,NULL,NULL,read,,0,NULL,NULL,NULL,יש 30 לילות ניסיון על הטופר כך שאתם יכולים להחזיר את הטופר עד 30 ימים מרגע קבלתו ולקבל את מלוא כספכם בחזרה.  
03eb3a01-3d14-41fc-9ae2-6cfeba6e26f8,98ac3e01-80d8-4677-8934-3395bf0c36b3,2025-03-16 7:54:17,inbound,en_US,he,text,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Thank you
03eb3a01-3d14-41fc-9ae2-6cfeba6e26f8,98ac3e01-80d8-4677-8934-3395bf0c36b3,2025-03-16 7:54:17,inbound,he,he,text,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,תודה
03eb3a01-3d14-41fc-9ae2-6cfeba6e26f8,41d80912-8fef-4191-ad55-8ea6a2ee3196,2025-03-16 7:55:13,outbound,en_US,he,text,NULL,NULL,NULL,read,,0,NULL,NULL,NULL,You're welcome! 😊
03eb3a01-3d14-41fc-9ae2-6cfeba6e26f8,41d80912-8fef-4191-ad55-8ea6a2ee3196,2025-03-16 7:55:13,outbound,he,he,text,NULL,NULL,NULL,read,,0,NULL,NULL,NULL,בכיף! 😊
04272e7e-b14a-4f9d-947e-85addc4cd5f8,2265df51-bd28-4404-8f38-7a8275ce9f72,2025-03-30 15:36:39,inbound,en_US,he,text,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Hey there! I'd love to get help with my purchase (-:
04272e7e-b14a-4f9d-947e-85addc4cd5f8,2265df51-bd28-4404-8f38-7a8275ce9f72,2025-03-30 15:36:39,inbound,he,he,text,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,היי! אשמח לעזרה ברכישה (-:
04272e7e-b14a-4f9d-947e-85addc4cd5f8,93da3de4-74c4-4874-80a7-d8653c1054da,2025-03-30 15:38:04,outbound,en_US,he,text,NULL,NULL,NULL,delivered,,0,NULL,NULL,NULL,"Hey, how are you? How can I help you?"
04272e7e-b14a-4f9d-947e-85addc4cd5f8,93da3de4-74c4-4874-80a7-d8653c1054da,2025-03-30 15:38:04,outbound,he,he,text,NULL,NULL,NULL,delivered,,0,NULL,NULL,NULL,"היי, מה שלומך? איך אני יכולה לעזור לך?"
04272e7e-b14a-4f9d-947e-85addc4cd5f8,ef417cc4-74f8-481f-bf41-d9866edf7623,2025-03-30 15:38:36,inbound,en_US,he,text,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Hey there! I missed your two plus one sale yesterday and I want to order a click clack sofa and a mattress it's really expensive for me. I want to know what are the chances you will give me an extension on the sale 🙏🙏
04272e7e-b14a-4f9d-947e-85addc4cd5f8,ef417cc4-74f8-481f-bf41-d9866edf7623,2025-03-30 15:38:36,inbound,he,he,text,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,היי פספסתי ביום את המבצע שלכם של שתיים פלוס אחד רוצה להזמין ספה מיטה ומזרון יוצא לי נורא יקר רוצה לדעת מה הסיכויי שאתם נותנים לי הארכה במבצע🙏🙏
04272e7e-b14a-4f9d-947e-85addc4cd5f8,46292ec2-66b4-4f5c-b1d7-a6329ab95c7c,2025-03-30 15:39:59,outbound,en_US,he,text,NULL,NULL,NULL,delivered,,0,NULL,NULL,NULL,I understand it's disappointing to miss the sale. Unfortunately extensions are not possible. However you can use the code AVIV15 for 15% off on orders over ₪1500! Some of the sofa colors are low in stock.
04272e7e-b14a-4f9d-947e-85addc4cd5f8,46292ec2-66b4-4f5c-b1d7-a6329ab95c7c,2025-03-30 15:39:59,outbound,he,he,text,NULL,NULL,NULL,delivered,,0,NULL,NULL,NULL,אני מבינה שזה מאכזב לפספס את המבצע. לצערי הארכות לא אפשריות. עם זאת אתה יכול להשתמש בקוד AVIV15 ל-15% הנחה בהזמנות מעל 1500 ₪! חלק מצבעי הספות נמצאים במלאי נמוך.
04272e7e-b14a-4f9d-947e-85addc4cd5f8,30f544e6-1955-4382-aabd-90d9091e303d,2025-03-30 15:46:33,inbound,en_US,he,text,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,When will you have something as good as that again??
04272e7e-b14a-4f9d-947e-85addc4cd5f8,30f544e6-1955-4382-aabd-90d9091e303d,2025-03-30 15:46:33,inbound,he,he,text,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,מתי יהיה לכם עוד פעם משהו שווה כזה??
04272e7e-b14a-4f9d-947e-85addc4cd5f8,4c8ed143-7c08-4bc0-9c69-7cbfffccf197,2025-03-30 15:47:09,inbound,en_US,he,text,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Is something like that known?
04272e7e-b14a-4f9d-947e-85addc4cd5f8,4c8ed143-7c08-4bc0-9c69-7cbfffccf197,2025-03-30 15:47:09,inbound,he,he,text,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ידוע משהו כזה
04272e7e-b14a-4f9d-947e-85addc4cd5f8,2c3bddc3-762d-4e7b-8f9d-f7c611b2aa28,2025-03-30 15:48:06,outbound,en_US,he,text,NULL,NULL,NULL,delivered,,0,NULL,NULL,NULL,Unfortunately we cannot share information about future promotions. The coupon code AVIV15 (15% off on orders over ₪1500) is still active. Certain colors of sofas are almost out of stock.
04272e7e-b14a-4f9d-947e-85addc4cd5f8,2c3bddc3-762d-4e7b-8f9d-f7c611b2aa28,2025-03-30 15:48:06,outbound,he,he,text,NULL,NULL,NULL,delivered,,0,NULL,NULL,NULL,לצערי אנחנו לא יכולים לשתף מידע על מבצעים עתידיים. קוד הקופון AVIV15 (15% הנחה על הזמנות מעל ₪1500) עדיין פעיל. צבעים מסוימים של ספות כמעט אזלו מהמלאי.
04272e7e-b14a-4f9d-947e-85addc4cd5f8,91d974a1-93d0-4082-a86b-134a6ed7302e,2025-03-31 18:37:47,inbound,en_US,he,text,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,I am curious
04272e7e-b14a-4f9d-947e-85addc4cd5f8,91d974a1-93d0-4082-a86b-134a6ed7302e,2025-03-31 18:37:47,inbound,he,he,text,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,שאלה
04272e7e-b14a-4f9d-947e-85addc4cd5f8,1813fc16-81e4-4011-9c08-fdb99aa36878,2025-03-31 18:38:09,inbound,en_US,he,text,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,If I order a 160 by 200 bed does that mean that the mattress should also be that size or smaller?
04272e7e-b14a-4f9d-947e-85addc4cd5f8,1813fc16-81e4-4011-9c08-fdb99aa36878,2025-03-31 18:38:09,inbound,he,he,text,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,אם מזמינים מיטה 160 על 200 זה אומר שזה גם הגדול שצריך להיות המזרון או יותר קטן?
04272e7e-b14a-4f9d-947e-85addc4cd5f8,372137a4-477f-452b-a04b-d1247c60fe74,2025-03-31 18:39:18,outbound,en_US,he,text,NULL,NULL,NULL,delivered,,0,NULL,NULL,NULL,I recommend matching the size of the mattress to the bed. For a 160x200 bed you should choose a 160x200 mattress.
04272e7e-b14a-4f9d-947e-85addc4cd5f8,372137a4-477f-452b-a04b-d1247c60fe74,2025-03-31 18:39:18,outbound,he,he,text,NULL,NULL,NULL,delivered,,0,NULL,NULL,NULL,אני ממליצה להתאים את גודל המזרן למיטה. למיטה בגודל 160x200 כדאי לבחור מזרן בגודל 160x200.
04272e7e-b14a-4f9d-947e-85addc4cd5f8,abb33437-598e-4464-926d-7ca5527bc3c4,2025-03-31 18:39:59,inbound,en_US,he,text,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sounds like a plan thank you
04272e7e-b14a-4f9d-947e-85addc4cd5f8,abb33437-598e-4464-926d-7ca5527bc3c4,2025-03-31 18:39:59,inbound,he,he,text,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,סבבה תודה
04272e7e-b14a-4f9d-947e-85addc4cd5f8,58eafb92-e1bb-4733-8fb7-0a6957ff0e4a,2025-03-31 18:41:16,outbound,en_US,he,text,NULL,NULL,NULL,delivered,,0,NULL,NULL,NULL,Sure!
04272e7e-b14a-4f9d-947e-85addc4cd5f8,58eafb92-e1bb-4733-8fb7-0a6957ff0e4a,2025-03-31 18:41:16,outbound,he,he,text,NULL,NULL,NULL,delivered,,0,NULL,NULL,NULL,בכיף
04272e7e-b14a-4f9d-947e-85addc4cd5f8,4ce0a6a1-f8ca-4111-b430-c4608934911e,2025-04-03 17:27:39,inbound,en_US,he,text,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Hey I have another question. I want to place the order. I'm moving into the new apartment at the end of May is it possible to order now and request that the order be delivered at the end of May?
04272e7e-b14a-4f9d-947e-85addc4cd5f8,4ce0a6a1-f8ca-4111-b430-c4608934911e,2025-04-03 17:27:39,inbound,he,he,text,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,היי יש לי שאלה נוספת. אני רוצה לבצע את ההזמנה. אני נכנסת לדירה החדשה בסוף מאי אפשר להזמין עכשיו ולבקש שההזמנה תסופק בסוף מאיזה
04272e7e-b14a-4f9d-947e-85addc4cd5f8,e7bd2a15-f5dd-4057-8e6a-6a9c9c906e57,2025-04-03 17:27:57,inbound,en_US,he,text,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,At the end of May?
04272e7e-b14a-4f9d-947e-85addc4cd5f8,e7bd2a15-f5dd-4057-8e6a-6a9c9c906e57,2025-04-03 17:27:57,inbound,he,he,text,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,בסוף מאי?*
04272e7e-b14a-4f9d-947e-85addc4cd5f8,caccb757-2370-48a5-868d-8f29d5922973,2025-04-03 17:29:07,outbound,en_US,he,text,NULL,NULL,NULL,delivered,,0,NULL,NULL,NULL,I understand where you're coming from! Unfortunately we cannot store orders for such a long period. Our standard delivery is up to 5 business days. I recommend ordering closer to the end of May when you are ready to receive the delivery.
04272e7e-b14a-4f9d-947e-85addc4cd5f8,caccb757-2370-48a5-868d-8f29d5922973,2025-04-03 17:29:07,outbound,he,he,text,NULL,NULL,NULL,delivered,,0,NULL,NULL,NULL,אני לגמרי מבינה! לצערנו אנחנו לא יכולים לאחסן הזמנות לתקופה כל כך ארוכה. האספקה הסטנדרטית שלנו היא עד 5 ימי עסקים. אני ממליצה להזמין קרוב יותר לסוף מאי כשאתה מוכן לקבלת המשלוח.
04272e7e-b14a-4f9d-947e-85addc4cd5f8,7e7d712a-1576-40c0-891f-dd5035b2e79d,2025-04-03 17:50:22,inbound,en_US,he,text,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,I don't want the color to run out 😅
04272e7e-b14a-4f9d-947e-85addc4cd5f8,7e7d712a-1576-40c0-891f-dd5035b2e79d,2025-04-03 17:50:22,inbound,he,he,text,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,לא רוצה שייגמר הצבע😅
04272e7e-b14a-4f9d-947e-85addc4cd5f8,44da36ff-cf31-42e1-8760-c02a50fecd78,2025-04-03 17:50:29,inbound,en_US,he,text,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Can the modular sofa be transported in a car?
04272e7e-b14a-4f9d-947e-85addc4cd5f8,44da36ff-cf31-42e1-8760-c02a50fecd78,2025-04-03 17:50:29,inbound,he,he,text,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,את הספה המודולרית אפשר להוביל באוטו?
04272e7e-b14a-4f9d-947e-85addc4cd5f8,427ed461-4626-40df-bc09-64c51cb4469f,2025-04-03 17:51:00,inbound,en_US,he,text,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,In terms of packaging if I don't open it is it possible to fit it in a car?
04272e7e-b14a-4f9d-947e-85addc4cd5f8,427ed461-4626-40df-bc09-64c51cb4469f,2025-04-03 17:51:00,inbound,he,he,text,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,מבחינת האופן אריזה אפשר להכניס את זה באוטו אם אני לא פותחת?
04272e7e-b14a-4f9d-947e-85addc4cd5f8,7e4142cc-433a-4505-9563-92a96c2699d6,2025-04-03 17:52:16,outbound,en_US,he,text,NULL,NULL,NULL,delivered,,0,NULL,NULL,NULL,I understand your concern about the availability of colors for the click clack sofa! Some colors like white bouclé have limited stock and dark blue is currently unavailable. We cannot hold items for future delivery. Regarding the modular lounge sofa self-collection is not possible because we only handle deliveries. I do not have specific dimensions for the packaging to confirm if it will fit in a car.
04272e7e-b14a-4f9d-947e-85addc4cd5f8,7e4142cc-433a-4505-9563-92a96c2699d6,2025-04-03 17:52:16,outbound,he,he,text,NULL,NULL,NULL,delivered,,0,NULL,NULL,NULL,אני מבינה את החשש שלך לגבי זמינות הצבעים של ספה נפתחת! חלק מהצבעים כמו לבן בוקלה נשארו במלאי מוגבל וכחול כהה כרגע לא זמין. אנחנו לא יכולים לשמור פריטים למשלוח עתידי.לגבי ספת לאונג' מודולרית איסוף עצמי לא אפשרי כי אנחנו מטפלות רק במשלוחים. אין לי מידות ספציפיות של האריזה כדי לאשר אם זה יתאים ברכב.
04272e7e-b14a-4f9d-947e-85addc4cd5f8,db21dcea-9309-45bc-8a7b-68c5fc464049,2025-04-03 17:53:05,inbound,en_US,he,text,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Okay hopefully it will remain with God's help.
04272e7e-b14a-4f9d-947e-85addc4cd5f8,db21dcea-9309-45bc-8a7b-68c5fc464049,2025-04-03 17:53:05,inbound,he,he,text,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,טוב נקווה שיישאר בעזרת השם
04272e7e-b14a-4f9d-947e-85addc4cd5f8,ffee4986-37f6-4221-a0e5-f2adea6c0815,2025-04-03 17:53:08,inbound,en_US,he,text,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Thanks anyway
04272e7e-b14a-4f9d-947e-85addc4cd5f8,ffee4986-37f6-4221-a0e5-f2adea6c0815,2025-04-03 17:53:08,inbound,he,he,text,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,תודה בכל מקרה
04272e7e-b14a-4f9d-947e-85addc4cd5f8,93e43c68-b3c4-45bd-aca9-c7e31f48867e,2025-04-03 17:53:52,outbound,en_US,he,text,NULL,NULL,NULL,delivered,,0,NULL,NULL,NULL,Sure!
04272e7e-b14a-4f9d-947e-85addc4cd5f8,93e43c68-b3c4-45bd-aca9-c7e31f48867e,2025-04-03 17:53:52,outbound,he,he,text,NULL,NULL,NULL,delivered,,0,NULL,NULL,NULL,בכיף
04272e7e-b14a-4f9d-947e-85addc4cd5f8,e9da2730-78d3-42c6-bcf7-d59f3b68a77d,2025-04-18 5:13:36,inbound,en_US,he,text,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Hey there! I wanted to ask about the tetra bedding set. I saw that it comes without a sheet. Is it possible to purchase one of your sheets separately?
04272e7e-b14a-4f9d-947e-85addc4cd5f8,e9da2730-78d3-42c6-bcf7-d59f3b68a77d,2025-04-18 5:13:36,inbound,he,he,text,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,היי רציתי לשאול לגבי המצעי טטרה ראיתי שהם מגיעים ללא סדין יש אפשרות לרכוש סדין שלכם בנפרד?
04272e7e-b14a-4f9d-947e-85addc4cd5f8,3cffc25b-1370-42be-b82d-76bcaa5573d4,2025-04-18 5:18:01,inbound,en_US,he,text,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,And I also wanted to ask something I'm recording because it's a long question.
04272e7e-b14a-4f9d-947e-85addc4cd5f8,3cffc25b-1370-42be-b82d-76bcaa5573d4,2025-04-18 5:18:01,inbound,he,he,text,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ועוד רציתי לשאול משהו אני מקליטה כי זו שאלה ארוכה
04272e7e-b14a-4f9d-947e-85addc4cd5f8,098a0ca7-8d40-4c62-99b2-7929e43a309b,2025-04-18 5:18:42,inbound,en_US,he,text,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Not a text message.
04272e7e-b14a-4f9d-947e-85addc4cd5f8,098a0ca7-8d40-4c62-99b2-7929e43a309b,2025-04-18 5:18:42,inbound,he,he,text,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,not a text message
04272e7e-b14a-4f9d-947e-85addc4cd5f8,431976a7-1a23-4451-aeac-4299ab3156ba,2025-04-18 11:44:50,inbound,en_US,he,text,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Hey there! I really need your help urgently. I have an existing order for a modular lounge sofa and a white bouclé Visco Pouf Armchair but I made a mistake with the measurements and the order. I would like the click clack sofa in white bouclé instead and the Visco pouf chairs in beige. Is it possible to arrange this?
04272e7e-b14a-4f9d-947e-85addc4cd5f8,431976a7-1a23-4451-aeac-4299ab3156ba,2025-04-18 11:44:50,inbound,he,he,text,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,היי חייבת את עזרתכם בהקדםיש לי הזמנה קיימת שאמורה להגיע ספה מודולרית וכורסת וויסקו צבע לבן בוקלוה עשיתי טעות עם המידות וההזמנה אני רוצה במקום את הספה הנפתחת בצבע לבן ובקולה ואת הכורסאות ויסקו בצבע בז׳אפשר לסדר את זה?
